직업,덱코드,대회코드,아키타입ID,아키타입명(대표카드 top5)
アイドルマスター シンデレラガールズ,6CM6B,1459563,1,〔Triad Primus〕渋谷凛 / 〔ソング・フォー・ライフ〕北条加蓮 / 〔光を捕まえて〕アナスタシア / 〔朱華色の夢〕藤原肇 / 〔シンデレラガール〕渋谷凛
アイドルマスター シンデレラガールズ,U9AL,1469473,1,〔Triad Primus〕渋谷凛 / 〔ソング・フォー・ライフ〕北条加蓮 / 〔光を捕まえて〕アナスタシア / 〔朱華色の夢〕藤原肇 / 〔シンデレラガール〕渋谷凛
アイドルマスター シンデレラガールズ,27ZES,1472403,2,〔てづくりのしあわせ〕高森藍子 / 〔ポジティブパッション〕日野茜 / 龍崎薫 / 〔フルスイング☆エール〕姫川友紀 / 〔シンデレラガール〕本田未央
アイドルマスター シンデレラガールズ,U9AL,1499928,1,〔Triad Primus〕渋谷凛 / 〔ソング・フォー・ライフ〕北条加蓮 / 〔光を捕まえて〕アナスタシア / 〔朱華色の夢〕藤原肇 / 〔シンデレラガール〕渋谷凛
アイドルマスター シンデレラガールズ,U9AL,1510835,1,〔Triad Primus〕渋谷凛 / 〔ソング・フォー・ライフ〕北条加蓮 / 〔光を捕まえて〕アナスタシア / 〔朱華色の夢〕藤原肇 / 〔シンデレラガール〕渋谷凛
アイドルマスター シンデレラガールズ,1XNE2,1510835,1,〔Triad Primus〕渋谷凛 / 〔ソング・フォー・ライフ〕北条加蓮 / 〔光を捕まえて〕アナスタシア / 〔朱華色の夢〕藤原肇 / 〔シンデレラガール〕渋谷凛
ウィッチ,5FS7S,1471925,2,剥落の暴圧 / 蒙昧なる術式 / 真理の大文豪・ユキシマ / 一世の探究 / 管弦の魔術師
ウィッチ,39E38,1478685,1,蒼の反逆者・テトラ / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー / 極致の創造主・ベルフォメット
ウィッチ,6MBAC,1479641,3,干絶の飢餓・ギルネリーゼ / 栄光の華・エレノア / マギスの魔導師 / 越光の六銘伝・マナ / ジュエリーマネージャー・フラージュ
ウィッチ,56M8S,1472403,2,剥落の暴圧 / 蒙昧なる術式 / 真理の大文豪・ユキシマ / 一世の探究 / 管弦の魔術師
ウィッチ,6R8WW,1459750,4,真実の絶傑・ライオ / 真実の宣告 / マジックソードガール / 真実の掟 / レヴィールの保安官補
ウィッチ,3QVJJ,1466761,5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ
ウィッチ,3FD2W,1512636,1,蒼の反逆者・テトラ / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー / 極致の創造主・ベルフォメット
ウィッチ,6MBAC,1503248,3,干絶の飢餓・ギルネリーゼ / 栄光の華・エレノア / マギスの魔導師 / 越光の六銘伝・マナ / ジュエリーマネージャー・フラージュ
ウィッチ,2QBMQ,1513104,1,蒼の反逆者・テトラ / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー / 極致の創造主・ベルフォメット
ウィッチ,3YM6A,1497462,1,蒼の反逆者・テトラ / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー / 極致の創造主・ベルフォメット
ウィッチ,27HD4,1510835,1,蒼の反逆者・テトラ / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー / 極致の創造主・ベルフォメット
ウィッチ,1CQV8,1517333,4,真実の絶傑・ライオ / 真実の宣告 / マジックソードガール / 真実の掟 / レヴィールの保安官補
ウィッチ,4PUAE,1502080,6,ラピッドファイア / マジカルストラテジー / チェック / ブリッツ / 製造術
ウィッチ,3TB6W,1518375,2,剥落の暴圧 / 蒙昧なる術式 / 真理の大文豪・ユキシマ / 一世の探究 / 管弦の魔術師
ウマ娘 プリティーダービー,4T568,1472530,2,マヤノトップガン / その背中を越えて / ホッコータルマエ / サウンズオブアース / 〔うららか・ぱっしょん♪〕ハルウララ
ウマ娘 プリティーダービー,1AS58,1471925,1,ナリタブライアン / おどれ・さわげ・フェスれ！ / 紡がれてゆく想い / ジェンティルドンナ / ネオユニヴァース
ウマ娘 プリティーダービー,2WJDY,1472403,1,ナリタブライアン / おどれ・さわげ・フェスれ！ / 紡がれてゆく想い / ジェンティルドンナ / ネオユニヴァース
ウマ娘 プリティーダービー,2BK6W,1459750,1,ナリタブライアン / おどれ・さわげ・フェスれ！ / 紡がれてゆく想い / ジェンティルドンナ / ネオユニヴァース
エルフ,1FF1J,1457051,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,11584,1457051,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4NDDJ,1472530,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,13AD2,1476239,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5BN32,1476239,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6G57J,1477108,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,4S4KS,1447476,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1ND7L,1447476,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,4PCBQ,1475502,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4U1UA,1475502,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4NDDJ,1478623,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5PH74,1478623,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3XKGQ,1478623,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,213D6,1448790,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6F596,1472529,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5YSJ0,1471925,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,46G1A,1452654,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4M5QN,1452654,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,51GEC,1446372,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6HP3G,1446372,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5HWMN,1457931,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1TW94,1477797,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5P190,1459563,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,422F4,1478685,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,15546,1478685,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6R8TY,1464806,6,フラワードール / 森の巫女・パメラ / 人形の少女・オーキス / 森林の狼 / 化かし女将・ホズミ
エルフ,1QR64,1464806,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6PHFG,1464806,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3RECG,1464806,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,7Z0EC,1459790,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5X0L2,1459790,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,1BWQ0,1478741,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,4TW96,1472888,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2WEB6,1472888,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6GACU,1479641,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6RUGG,1479641,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,55B5E,1479641,5,ティートル・ディ＆ダム / 重なり合う決意 / 瘴気の妖精姫・アリア / 純粋なるウォーターフェアリー / 妖精の弓使い
エルフ,3MLJC,1478272,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,2BZ7W,1478272,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2HLH6,1478272,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,59EA8,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6TV76,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1G70U,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4ME3A,1467573,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2X4KJ,1469473,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,270JN,1469473,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1GUJY,1469473,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,2VCG0,1467998,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,51PX6,1467998,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,2TGK4,1476769,4,光の道筋 / 回帰する抱擁・ラティカ / 大いなる回帰 / ワンダーコック / 重なり合う決意
エルフ,117NW,1476113,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2MCLC,1459125,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3P58A,1459125,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5A01Q,1472403,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3TQL2,1472403,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,1G5WS,1459750,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1BZ6A,1472351,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1G3DC,1472351,3,爆砕の傭兵・フィーナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 宿命の狐火・セッカ / 深緑の弓使い・アリサ
エルフ,6H88S,1472351,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,58H5Y,1466761,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,25WQA,1499928,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6QZ5G,1499928,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2MX0S,1499928,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,1CL38,1505204,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,7Z0EC,1519582,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2TGK4,1519582,4,光の道筋 / 回帰する抱擁・ラティカ / 大いなる回帰 / ワンダーコック / 重なり合う決意
エルフ,40X0L,1512636,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2MCLC,1507874,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,3P58A,1507874,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6RUGG,1503248,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,19C0A,1503248,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4BGDY,1492719,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,2MTZA,1513104,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,7Z0EC,1497462,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1AGJS,1497462,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,41XGL,1497462,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,6QZ5G,1497462,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1EXK8,1497462,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4RCPQ,1499797,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,19C0A,1499797,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,1FXHL,1501046,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5FXFQ,1501046,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,7361L,1510835,4,光の道筋 / 回帰する抱擁・ラティカ / 大いなる回帰 / ワンダーコック / 重なり合う決意
エルフ,319X4,1510835,5,ティートル・ディ＆ダム / 重なり合う決意 / 瘴気の妖精姫・アリア / 純粋なるウォーターフェアリー / 妖精の弓使い
エルフ,64A0J,1516377,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5SN82,1517333,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,64QNE,1517333,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,4B26G,1482962,2,浄樹の六銘伝・ロロ・ロニエ / 樹正の木鐸・キョウ / 樹権の剪定者 / 魔汚区役所職員・災藤 / 新約都市・透京
エルフ,3GNHU,1496673,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,5AWCW,1496673,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,25QWW,1502080,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,52RYJ,1502119,1,小さな勇士・スクナ / マドロスエルフ / 優美な猫姉妹・シャム＆シャマ / 深緑の弓使い・アリサ / 〔渚の花嫁〕新田美波
エルフ,248XG,1502119,7,エンシェントエルフ / 自然の導き / 収穫祭 / ベルエンジェル / フォーリンショット
ドラゴン,64DLG,1457051,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,3037W,1474939,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,247RE,1474939,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,3LD64,1476239,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,4E5TC,1477108,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,2T2EA,1477108,4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア
ドラゴン,2GVV8,1476081,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,6XV94,1468202,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,4BDUE,1468202,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,4JC58,1468202,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,5GK9L,1468202,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,2BF0W,1468202,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,587Q6,1448790,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,15BT0,1448790,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,5RLVY,1472529,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,5VD3L,1472616,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,217Q6,1472616,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,7W4CC,1446372,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,3YGSW,1457931,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,4N1YL,1457931,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,6YZTL,1457931,5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！
ドラゴン,217Q6,1477797,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,217Q6,1478685,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,1T33S,1478741,6,侮蔑の炎爪 / 侮蔑の従者 / 覇極 / 侮蔑の狂信者 / 烈絶の侮蔑・ガルミーユ
ドラゴン,7WELL,1478741,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,3K3YG,1472888,3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / リントヴルム
ドラゴン,3VLB2,1479641,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
ドラゴン,7N1SG,1478272,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,66QMS,1467573,1,水呼びの竜使い / 竜槍の戦士・ローウェン / 炎髄の副会長・テンカ / 朱翼の入学祝 / 暴竜・伊達政宗
ドラゴン,2UYJJ,1469473,2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール
