날짜	직업	등수	참가자	덱코드	대회코드	카드
2026-02-23	エルフ	3	19	5C2QC	1463837	{'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, '迸る光明・アポロン': 3, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-23	エルフ	4	19	51GEC	1463837	{'アクティブエルフ・メイ': 3, 'コッコロ': 3, '自由なる冒険者': 1, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, '優美な猫姉妹・シャム＆シャマ': 3, '対空射撃': 2, 'エルフの鍛冶師・レーネ': 2, '絡繰り給仕': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, 'アナスタシア': 3}
2026-02-23	プリンセスコネクト！Re:Dive	5	19	4EPDS	1463837	{'アネモネ': 3, 'エリコ': 3, '羅刹涅槃・無式': 3, 'コールオブギルド': 3, 'イノリ': 3, 'シェフィ': 3, 'ムイミ': 3, 'ユキ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'サレン': 3, 'ホマレ': 3, 'カヤ': 3, 'ライラエル': 1}
2026-02-23	エルフ	6	19	4N5LC	1463837	{'アクティブエルフ・メイ': 2, 'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, 'アナスタシア': 2}
2026-02-23	ナイトメア	7	19	2CL1W	1463837	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 3, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 2, '幽霊支配人・アーカス': 3, '異形': 3, '大ツルハシの骸': 1, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 1, 'ブラックスワン・オディール': 2}
2026-02-23	ビショップ	8	19	4BXEU	1463837	{'ダークオファリング': 3, '安息の領域': 1, '一角獣の祭壇': 3, '祈りの燭台': 2, '黄金の鐘': 3, 'その背中を越えて': 3, '悠久の絶望': 3, '干絶の飢餓・ギルネリーゼ': 2, 'キャプチャーストリング': 2, '獣姫の誓約': 1, '贖罪の司祭・イリス': 3, '彩☆きっく乙女': 1, '古き護り手': 1, '裁決のアナテマ・ロデオ': 1, '絶望の安息・マーウィン': 3, '《世界》・ゼルガネイア': 1, 'テミスの審判': 3, '清浄の領域': 1, '神の盾・ブローディア': 3}
2026-02-23	エルフ	1	12	59EA8	1467573	{'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 1, 'アナスタシア': 2}
2026-02-23	ビショップ	2	12	3M8KS	1467573	{'デバイスチューナー': 3, 'メカニカルガンナー': 3, 'セイント・コア': 3, '機械鞭の僧侶': 3, '機械腕の祈り手': 3, '極炎のドラグーン・ローラ': 3, 'マシンファルコン': 3, 'ロボティクスユーザー': 3, '機構の解放': 3, 'エアリアルクラフト': 3, '欠落の聖女・リモニウム': 3, 'オートマティックメイデン': 3, 'マシンフィンガー・イヴィル': 3, '百機王・グライアス': 1}
2026-02-23	エルフ	3	12	6TV76	1467573	{'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 2, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-23	エルフ	4	12	1G70U	1467573	{'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 1, 'アナスタシア': 2}
2026-02-23	エルフ	5	12	4ME3A	1467573	{'アクティブエルフ・メイ': 1, 'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 2, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 1, 'アナスタシア': 2}
2026-02-23	ロイヤル	6	12	6AFR2	1467573	{'盗賊の乱飛': 3, '値引き交渉': 3, '楽園への来訪': 3, '艶やかなる太夫・ギンネ': 3, '照明の案内人': 3, '帳場ガエル': 3, '華の大将・タケツミ': 3, '簒奪の信者': 3, '達人の芸者': 3, '伊達の大見得': 3, 'カースドクイーン・ナハト・ナハト': 2, 'ダークセイバー・メリッサ': 3, '天下の大泥棒・ジエモン': 3, 'ジェンティルドンナ': 2}
2026-02-23		7	12	5XX1E	1467573	
2026-02-23	ドラゴン	8	12	66QMS	1467573	{'電爪の帰宅部員': 1, '朱翼の入学祝': 3, '竜殺しの槍': 2, '炎髄の副会長・テンカ': 3, '彩尾の風紀委員': 2, '大地のドラゴニュート': 2, '暴竜・伊達政宗': 3, '爆炎の咆哮': 1, '竜の託宣': 3, '壊竜の六銘伝・エル': 3, '気高き雷・ロマロニア': 2, '殺竜騎士・ロイ': 2, '竜槍の戦士・ローウェン': 3, '炎柱の竜人': 3, '焦熱の竜翼・ドラーク': 3, '白亜の竜騎士': 3, '覇道の竜翼・フォルテ': 1}
2026-02-23	プリンセスコネクト！Re:Dive	1	9	167HA	1472888	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'マホ': 2, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 2, 'ペコリーヌ': 2, 'ユキ': 1, 'いつか、また会う未来で': 3, 'プリンセスストライク': 2, 'エリス': 3, 'キャル': 2, 'ユニ': 3}
2026-02-23	エルフ	2	9	4TW96	1472888	{'アクティブエルフ・メイ': 1, 'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-23	ナイトメア	3	9	59KZ6	1472888	{'マンマル1号': 3, 'メカニカルガンナー': 3, '紅のワルツ': 3, '鋼鉄の希望': 3, 'デッドペナルティ': 1, 'ファースト・ワン': 3, '永続の機構・ニコラ': 2, '真紅の抗戦者・モノ': 3, '創出の紫紺・エンネア': 3, 'フロートボードマーセナリー': 3, 'マンマル2号': 3, '禁絶の腕・ニコラ': 3, '悠久の真紅・モノ': 3, '紫紺の抵抗者・エンネア': 1, '鋼鉄と大地の神': 2, '絆の共振': 1}
2026-02-23	プリンセスコネクト！Re:Dive	4	9	5RXUY	1472888	{'クルミ': 1, 'クローチェ': 3, 'コールオブギルド': 3, 'イノリ': 3, 'ヴルム': 2, 'シェフィ': 3, 'スズメ': 2, 'ムイミ': 3, 'リンド': 1, 'ドラゴンズエンドフィスト': 1, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'サレン': 2, 'ホマレ': 3, 'カヤ': 3, 'ライラエル': 1}
2026-02-23	プリンセスコネクト！Re:Dive	5	9	63KME	1472888	{'コッコロ': 2, 'オーロラヒーリング': 2, 'コールオブギルド': 3, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'ムイミ': 2, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'ユニ': 3}
2026-02-23	エルフ	6	9	2WEB6	1472888	{'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-23	ロイヤル	7	9	2YW60	1472888	{'ばーくがる': 3, 'ベルエンジェル・リア': 3, '閃光の盾 イゾルデ': 3, '干絶の飢餓・ギルネリーゼ': 3, '月の刃・リオード': 3, '神速の歩法': 3, 'ペコリーヌ': 3, '迸る光明・アポロン': 3, '不滅の聖剣・デュランダル': 3, 'ダークセイバー・メリッサ': 3, '不滅の英雄・ローラン': 3, 'クリスティーナ': 2, 'ジェンティルドンナ': 3, 'ナリタブライアン': 2}
2026-02-23	ドラゴン	8	9	3K3YG	1472888	{'ブレイジングブレス': 3, '干絶の飢餓・ギルネリーゼ': 3, 'ドラゴニュートの威圧': 3, 'ドラゴンクロー': 1, '竜の託宣': 3, '迸る光明・アポロン': 2, 'いつか、また会う未来で': 3, '栄弦の奏楽': 2, '魔竜導師 キンナラ': 2, '竜の怒り': 2, '竜の翼': 3, '《世界》・ゼルガネイア': 2, '灼熱の嵐': 3, 'エルコンドルパサー': 2, 'パッションチャンピオーナ！': 1, '邪智の竜・ファフニール': 2, 'リントヴルム': 3}
2026-02-23	エルフ	1	13	3MLJC	1478272	{'オケアノス': 2, '区役所の丙種職員': 3, '樹律の祈り子': 2, '炎術検定A級': 3, '新約都市・透京': 3, '樹権の剪定者': 3, '樹正の木鐸・キョウ': 3, '樹都の拳士': 3, '魔汚区役所職員・災藤': 3, '揺蕩う意志・スピネ': 2, 'アークエンジェル・レイナ': 3, '浄樹の六銘伝・ロロ・ロニエ': 3, '凍土の女王・ピアシィ': 3, '因芽応報': 1, '浄土蒔植': 3}
2026-02-23	プリンセスコネクト！Re:Dive	2	13	56Q28	1478272	{'アオイ': 3, 'アネモネ': 3, 'エリコ': 3, 'コッコロ': 3, 'ユイ': 2, 'ラビリスタ': 3, 'リノ': 2, 'レイ': 3, 'コールオブギルド': 3, 'イリヤ': 2, 'ネビア': 2, 'マホ': 3, 'ランファ': 3, 'クリスティーナ': 2, 'ネフィ＝ネラ': 3}
2026-02-23	エルフ	3	13	2BZ7W	1478272	{'アクティブエルフ・メイ': 3, 'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 2, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '凍土の女王・ピアシィ': 2, '〔よくばりサニーバカンス〕アナスタシア': 2}
2026-02-23	プリンセスコネクト！Re:Dive	4	13	7UCJ8	1478272	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'キョウカ': 1, 'クロエ': 3, 'シェフィ': 2, 'チエル': 3, 'マホ': 1, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'プリンセスストライク': 2, 'エリス': 3, 'キャル': 2, 'ユニ': 3}
2026-02-23	ドラゴン	5	13	7N1SG	1478272	{'電爪の帰宅部員': 1, '朱翼の入学祝': 3, '竜殺しの槍': 3, '炎髄の副会長・テンカ': 3, '大地のドラゴニュート': 2, '暴竜・伊達政宗': 3, '竜の託宣': 3, '壊竜の六銘伝・エル': 3, '気高き雷・ロマロニア': 3, '殺竜騎士・ロイ': 2, '竜槍の戦士・ローウェン': 3, '炎柱の竜人': 3, '焦熱の竜翼・ドラーク': 3, '白亜の竜騎士': 3, '覇道の竜翼・フォルテ': 2}
2026-02-23	プリンセスコネクト！Re:Dive	6	13	4Y53W	1478272	{'コッコロ': 2, 'オーロラヒーリング': 3, 'コールオブギルド': 3, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, '真理と実存の共同幻想': 2, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'サレン': 2, 'ユニ': 3}
2026-02-23	エルフ	7	13	2HLH6	1478272	{'アクティブエルフ・メイ': 1, 'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '迸る光明・アポロン': 3, '〔よくばりサニーバカンス〕アナスタシア': 2}
2026-02-23	プリンセスコネクト！Re:Dive	8	13	5ARZS	1478272	{'クルミ': 1, 'コッコロ': 3, 'ドングリチャージ': 3, 'アヤネ': 1, 'シェフィ': 3, 'シオリ': 1, 'スズメ': 1, 'チカ': 3, 'マコト': 2, 'ユカリ': 3, 'キャプチャーストリング': 3, 'ノゾミ': 3, 'ペコリーヌ': 3, 'マヒル': 3, 'プリンセスストライク': 2, 'クリスティーナ': 2, 'サレン': 3}
2026-02-23	ビショップ	1	11	6NE8C	1478741	{'デバイスチューナー': 3, 'メカニカルガンナー': 3, 'セイント・コア': 3, '機械鞭の僧侶': 3, '極炎のドラグーン・ローラ': 3, '鉄腕の修道女': 3, 'フロートボードマーセナリー': 2, 'マシンファルコン': 3, 'ロボティクスユーザー': 2, '機構の解放': 3, 'リモニウムの救済': 2, '欠落の聖女・リモニウム': 3, 'オートマティックメイデン': 2, 'マシンフィンガー・イヴィル': 3, '百機王・グライアス': 2}
2026-02-23	ナイトメア	2	11	XNJ8	1478741	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 3, '友魂の少女・ルナ': 3, 'ソウルコンバージョン': 1, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 1, 'ゴールドラッシュゴースト': 3, '死期を視るもの・グレモリー': 3, 'ネクロテンプテーション': 1, '異形': 3, '大ツルハシの骸': 2, '瞑地の天宮・ムカン': 3, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 2, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 3}
2026-02-23	エルフ	3	11	1BWQ0	1478741	{'コッコロ': 2, '自由なる冒険者': 3, '宿命の狐火・セッカ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, '優美な猫姉妹・シャム＆シャマ': 3, 'レヴィールの無法者': 2, '九尾の決意': 1, 'オシャレ女王・ネルシャ': 1, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ワイルドリザード': 2, '〔渚の花嫁〕新田美波': 2, 'ブレードエルフ': 2, '迸る光明・アポロン': 2, 'アナスタシア': 2}
2026-02-23	ドラゴン	4	11	1T33S	1478741	{'侮蔑の隠者': 3, '灯火の烈絶': 3, '侮蔑の炎爪': 3, '侮蔑の嘲笑': 2, '干絶の飢餓・ギルネリーゼ': 3, '侮蔑の狂信者': 3, '侮蔑の従者': 3, '覇極': 3, '竜の託宣': 3, '侮蔑の使徒': 2, '烈絶の崇拝者': 3, 'いつか、また会う未来で': 3, '侮蔑の絶傑・ガルミーユ': 3, '烈絶の侮蔑・ガルミーユ': 3}
2026-02-23	プリンセスコネクト！Re:Dive	5	11	69U1N	1478741	{'クローチェ': 3, '羅刹涅槃・無式': 3, 'イノリ': 3, 'イリヤ': 1, 'ヴルム': 2, 'シェフィ': 3, 'ムイミ': 3, 'リンド': 1, 'ドラゴンズエンドフィスト': 1, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'クレジッタ': 1, 'ホマレ': 3, 'カヤ': 2, 'アキノ': 2, 'ライラエル': 3}
2026-02-23	プリンセスコネクト！Re:Dive	6	11	6YBJQ	1478741	{'アオイ': 3, 'エリコ': 3, 'コッコロ': 3, 'タマキ': 1, 'ユイ': 3, 'ラビリスタ': 3, 'レイ': 3, 'コールオブギルド': 3, 'アメス': 2, 'イノリ': 3, 'ムイミ': 2, 'ヒヨリ': 2, 'ランファ': 3, 'ホマレ': 3, 'カヤ': 3}
2026-02-23		7	11	4RNX2	1478741	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'チエル': 3, 'マホ': 3, '真理と実存の共同幻想': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'ユニ': 3}
2026-02-23	ドラゴン	8	11	7WELL	1478741	{'天威のドラグーン': 3, '艶麗なる竜人・マリオン': 3, 'ドラゴニックコール': 2, '竜巫女の儀式': 1, '雲海の騎竜兵': 2, 'オーブキャンサー': 3, '灼熱のアナテマ・バーンドナイト': 3, '蒼炎のドラゴニュート': 3, '水辺のニンフ・シャロン': 2, '《正義》・イランツァ': 2, '荒波のドラグーン・ザハール': 3, '邪智の竜・ファフニール': 2, 'パンプキンドラゴン': 3, '猛火のティラノサウルス': 3, '未知との遭遇': 2, '竜喰らう禁忌': 3}
2026-02-23	エルフ	1	16	6GACU	1479641	{'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-23	エルフ	2	16	6RUGG	1479641	{'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '凍土の女王・ピアシィ': 1, 'アナスタシア': 2}
2026-02-23	プリンセスコネクト！Re:Dive	3	16	3Z8BS	1479641	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, '真理と実存の共同幻想': 2, 'ペコリーヌ': 2, 'ユキ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'サレン': 1, 'ユニ＆クロエ＆チエル': 3}
2026-02-23	ウィッチ	4	16	6MBAC	1479641	{'栄光の華・エレノア': 3, 'ジャンピング・ジル': 3, 'ジュエリーマネージャー・フラージュ': 3, 'ダークメタル・バイコーン': 3, '炎術検定A級': 2, 'ブリリアントカット': 3, '越光の六銘伝・マナ': 3, '干絶の飢餓・ギルネリーゼ': 3, 'ジュエリーバウンサー': 3, 'ダイナマイト・ジャグラー': 3, '魔汚区役所職員・災藤': 3, 'ミストレス・ハリケーン': 2, '密かなる商談': 3, 'マギスの魔導師': 3}
2026-02-23	ドラゴン	5	16	3VLB2	1479641	{'天威のドラグーン': 3, '艶麗なる竜人・マリオン': 3, '干絶の飢餓・ギルネリーゼ': 3, 'ドラゴニックコール': 2, '竜の託宣': 2, '竜巫女の儀式': 1, '雲海の騎竜兵': 1, 'オーブキャンサー': 3, '灼熱のアナテマ・バーンドナイト': 3, '蒼炎のドラゴニュート': 3, '荒波のドラグーン・ザハール': 3, '邪智の竜・ファフニール': 2, '《正義》・イランツァ': 2, 'パンプキンドラゴン': 3, '猛火のティラノサウルス': 3, '竜喰らう禁忌': 3}
2026-02-23	ロイヤル	6	16	26XU4	1479641	{'死角の観測員': 3, '異端の調査協力': 3, '炎術検定A級': 3, 'ギガブレード': 3, '新約都市・透京': 3, '隘路の調査員': 3, '魔汚区役所職員・災藤': 3, 'ロストサムライ・カゲミツ': 3, '神速の歩法': 3, '簒奪の信者': 3, '全識の六銘伝・シンラ': 3, 'ワイルドメディエーター・ガンマ': 3, 'ダークセイバー・メリッサ': 3, '俯瞰の捜査員': 3}
2026-02-23	エルフ	7	16	55B5E	1479641	{'自然の妖精姫・アリア': 2, '純粋なるウォーターフェアリー': 3, '重なり合う決意': 3, '自然の導き': 2, 'フェアリーサークル': 3, 'フェアリーブレイダー・アマツ': 3, 'フォレストフェアリー': 3, 'ブレスフェアリーダンサー': 3, '妖精の弓使い': 3, 'リバースブレイダー・アマツ': 3, 'ティターニアの妖精郷': 1, 'ワンダーツリー': 1, '薫交の天宮・バックウッド': 3, '瘴気の妖精姫・アリア': 3, '揺蕩う意志・スピネ': 2, 'クイーンセイバー・シンシア': 2}
2026-02-23	ナイトメア	8	16	5S73N	1479641	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 3, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '幽霊支配人・アーカス': 2, '異形': 3, '大ツルハシの骸': 1, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 1, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
